client_id,client_name,distributed_amount,status
C003060,Client 3060,39785.53,COMPLETED
C023761,Client 23761,48843.26,COMPLETED
C032321,Client 32321,47186.71,COMPLETED
C000237,Client 237,48254.59,COMPLETED
C032501,Client 32501,23968.93,COMPLETED
C005411,Client 5411,43794.70,COMPLETED
C010050,Client 10050,13920.87,COMPLETED
C036442,Client 36442,45254.64,COMPLETED
C040887,Client 40887,15359.58,COMPLETED
C012355,Client 12355,34973.82,COMPLETED
C018916,Client 18916,17205.61,COMPLETED
C045086,Client 45086,3617.27,COMPLETED
C041458,Client 41458,29170.35,COMPLETED
C021535,Client 21535,13794.48,COMPLETED
C040420,Client 40420,15327.85,COMPLETED
C010376,Client 10376,31530.47,COMPLETED
C004824,Client 4824,45405.45,COMPLETED
C038493,Client 38493,15573.78,COMPLETED
C014411,Client 14411,33040.59,COMPLETED
C030829,Client 30829,2329.88,COMPLETED
C017529,Client 17529,28433.72,COMPLETED
C040997,Client 40997,46429.56,COMPLETED
C030297,Client 30297,25317.54,COMPLETED
C033082,Client 33082,7835.70,COMPLETED
C001391,Client 1391,28606.05,COMPLETED
C044891,Client 44891,47490.54,COMPLETED
C001525,Client 1525,24553.15,COMPLETED
C023844,Client 23844,3802.65,COMPLETED
C014801,Client 14801,27102.88,COMPLETED
C049277,Client 49277,18766.90,COMPLETED
C021964,Client 21964,25772.07,COMPLETED
C006621,Client 6621,25083.70,COMPLETED
C042096,Client 42096,18141.02,COMPLETED
C006403,Client 6403,25322.47,COMPLETED
C017518,Client 17518,2983.84,COMPLETED
C040071,Client 40071,18104.97,COMPLETED
C039360,Client 39360,37957.96,COMPLETED
C003714,Client 3714,37655.58,COMPLETED
C020982,Client 20982,42832.16,COMPLETED
C006242,Client 6242,37705.17,COMPLETED
C046110,Client 46110,16123.40,COMPLETED
C041266,Client 41266,16929.37,COMPLETED
C027031,Client 27031,44943.60,COMPLETED
C028673,Client 28673,40820.74,COMPLETED
C036079,Client 36079,19704.77,COMPLETED
C010373,Client 10373,5580.37,COMPLETED
C017907,Client 17907,34889.79,COMPLETED
C019164,Client 19164,11167.83,COMPLETED
C046152,Client 46152,29441.83,COMPLETED
C013546,Client 13546,8993.22,COMPLETED
C015485,Client 15485,35365.52,COMPLETED
C043169,Client 43169,76.94,COMPLETED
C009649,Client 9649,28770.12,COMPLETED
C022676,Client 22676,37342.19,COMPLETED
C037757,Client 37757,2195.88,COMPLETED
C040777,Client 40777,27850.02,COMPLETED
C028840,Client 28840,2749.70,COMPLETED
C045972,Client 45972,8311.71,COMPLETED
C023425,Client 23425,22964.11,COMPLETED
C039262,Client 39262,30452.33,COMPLETED
C048332,Client 48332,31095.56,COMPLETED
C021354,Client 21354,9760.37,COMPLETED
C036213,Client 36213,12475.00,COMPLETED
C005338,Client 5338,28586.54,COMPLETED
C043363,Client 43363,41918.96,COMPLETED
C022820,Client 22820,20091.03,COMPLETED
C049383,Client 49383,21642.08,COMPLETED
C019698,Client 19698,34825.61,COMPLETED
C015571,Client 15571,12997.65,COMPLETED
C041569,Client 41569,4620.17,COMPLETED
C035684,Client 35684,41120.92,COMPLETED
C032367,Client 32367,5717.55,COMPLETED
C018457,Client 18457,4690.53,COMPLETED
C005369,Client 5369,1869.11,COMPLETED
C007658,Client 7658,11882.90,COMPLETED
C014269,Client 14269,47913.88,COMPLETED
C000415,Client 415,27907.37,COMPLETED
C047540,Client 47540,32444.05,COMPLETED
C004979,Client 4979,4850.77,COMPLETED
C035632,Client 35632,23638.94,COMPLETED
C019918,Client 19918,25868.24,COMPLETED
C049299,Client 49299,18733.02,COMPLETED
C024852,Client 24852,12089.20,COMPLETED
C038278,Client 38278,33468.92,COMPLETED
C019767,Client 19767,36423.39,COMPLETED
C032006,Client 32006,27792.72,COMPLETED
C025942,Client 25942,24142.20,COMPLETED
C009939,Client 9939,24570.32,COMPLETED
C019751,Client 19751,5637.43,COMPLETED
C012184,Client 12184,1070.18,COMPLETED
C024754,Client 24754,18755.34,COMPLETED
C022220,Client 22220,22497.60,COMPLETED
C020891,Client 20891,17354.26,COMPLETED
C008156,Client 8156,36157.37,COMPLETED
C011985,Client 11985,35938.53,COMPLETED
C017425,Client 17425,23692.32,COMPLETED
C043776,Client 43776,2429.16,COMPLETED
C000446,Client 446,2744.19,COMPLETED
C005770,Client 5770,32915.50,COMPLETED
C013826,Client 13826,22375.08,COMPLETED
C026657,Client 26657,27598.14,COMPLETED
C028226,Client 28226,44184.67,COMPLETED
C007966,Client 7966,9430.41,COMPLETED
C041392,Client 41392,38550.50,COMPLETED
C019216,Client 19216,18442.80,COMPLETED
C045157,Client 45157,21703.37,COMPLETED
C032525,Client 32525,14041.49,COMPLETED
C048969,Client 48969,31002.55,COMPLETED
C024169,Client 24169,24944.78,COMPLETED
C023299,Client 23299,4848.65,COMPLETED
C043958,Client 43958,38864.62,COMPLETED
C031351,Client 31351,17366.75,COMPLETED
C032422,Client 32422,9719.59,COMPLETED
C004982,Client 4982,2988.29,COMPLETED
C016560,Client 16560,8650.83,COMPLETED
C007453,Client 7453,18105.55,COMPLETED
C026548,Client 26548,40269.26,COMPLETED
C005101,Client 5101,18847.89,COMPLETED
C019725,Client 19725,21535.81,COMPLETED
C043446,Client 43446,18357.10,COMPLETED
C001196,Client 1196,40806.35,COMPLETED
C049762,Client 49762,8616.80,COMPLETED
C013690,Client 13690,21942.19,COMPLETED
C037580,Client 37580,45328.41,COMPLETED
C017778,Client 17778,24367.98,COMPLETED
C005096,Client 5096,3683.78,COMPLETED
C028037,Client 28037,26628.11,COMPLETED
C024702,Client 24702,38171.08,COMPLETED
C002166,Client 2166,32637.20,COMPLETED
C030815,Client 30815,47627.90,COMPLETED
C010656,Client 10656,5874.73,COMPLETED
C018454,Client 18454,46460.92,COMPLETED
C009946,Client 9946,40471.66,COMPLETED
C007366,Client 7366,41224.59,COMPLETED
C027173,Client 27173,1000.91,COMPLETED
C044938,Client 44938,20718.99,COMPLETED
C011975,Client 11975,29958.38,COMPLETED
C009678,Client 9678,6112.70,COMPLETED
C019235,Client 19235,40499.50,COMPLETED
C007933,Client 7933,20538.80,COMPLETED
C006225,Client 6225,19302.60,COMPLETED
C008048,Client 8048,47792.88,COMPLETED
C003841,Client 3841,35787.64,COMPLETED
C019131,Client 19131,43059.03,COMPLETED
C005888,Client 5888,22473.66,COMPLETED
C000710,Client 710,37927.20,COMPLETED
C029660,Client 29660,46322.77,COMPLETED
C002534,Client 2534,3544.30,COMPLETED
C017826,Client 17826,3260.96,COMPLETED
C021562,Client 21562,20759.58,COMPLETED
C005639,Client 5639,6897.36,COMPLETED
C010723,Client 10723,15061.46,COMPLETED
C011374,Client 11374,15452.69,COMPLETED
C009041,Client 9041,8177.79,COMPLETED
C008242,Client 8242,32221.63,COMPLETED
C004266,Client 4266,48229.86,COMPLETED
C025072,Client 25072,16219.70,COMPLETED
C000238,Client 238,24624.19,COMPLETED
C036159,Client 36159,48809.06,COMPLETED
C035329,Client 35329,6574.31,COMPLETED
C047031,Client 47031,20296.53,COMPLETED
C010114,Client 10114,24491.45,COMPLETED
C005318,Client 5318,39646.31,COMPLETED
C023196,Client 23196,35939.51,COMPLETED
C043480,Client 43480,39560.23,COMPLETED
C042879,Client 42879,32268.40,COMPLETED
C016656,Client 16656,30913.83,COMPLETED
C037773,Client 37773,32423.80,COMPLETED
C017420,Client 17420,21752.99,COMPLETED
C000982,Client 982,32588.15,COMPLETED
C028017,Client 28017,41984.27,COMPLETED
C044155,Client 44155,13590.17,COMPLETED
C043123,Client 43123,15306.38,COMPLETED
C048301,Client 48301,45351.24,COMPLETED
C011565,Client 11565,31026.06,COMPLETED
C016454,Client 16454,26967.18,COMPLETED
C012793,Client 12793,40944.80,COMPLETED
C040704,Client 40704,29547.55,COMPLETED
C008848,Client 8848,16291.53,COMPLETED
C033608,Client 33608,478.43,COMPLETED
C002573,Client 2573,12774.47,COMPLETED
C037204,Client 37204,12277.69,COMPLETED
C037848,Client 37848,25039.54,COMPLETED
C028003,Client 28003,28751.67,COMPLETED
C031593,Client 31593,19606.67,COMPLETED
C009705,Client 9705,8471.74,COMPLETED
C031725,Client 31725,13013.13,COMPLETED
C021285,Client 21285,27723.13,COMPLETED
C019285,Client 19285,499.63,COMPLETED
C011892,Client 11892,24050.59,COMPLETED
C035500,Client 35500,8254.06,COMPLETED
C000699,Client 699,18750.58,COMPLETED
C044139,Client 44139,7048.77,COMPLETED
C012746,Client 12746,30587.54,COMPLETED
C010480,Client 10480,20881.28,COMPLETED
C017323,Client 17323,19118.30,COMPLETED
C034688,Client 34688,23723.77,COMPLETED
C040748,Client 40748,30764.80,COMPLETED
C032392,Client 32392,2640.72,COMPLETED
C024051,Client 24051,8414.66,COMPLETED
C010152,Client 10152,6274.60,COMPLETED
C002727,Client 2727,10122.97,COMPLETED
C004721,Client 4721,6643.89,COMPLETED
C035869,Client 35869,12665.85,COMPLETED
C031333,Client 31333,39198.74,COMPLETED
C019892,Client 19892,15905.98,COMPLETED
C049879,Client 49879,16937.50,COMPLETED
C002449,Client 2449,46161.11,COMPLETED
C030022,Client 30022,42490.42,COMPLETED
C013101,Client 13101,145.76,COMPLETED
C007982,Client 7982,20252.94,COMPLETED
C000496,Client 496,22714.16,COMPLETED
C025156,Client 25156,5521.31,COMPLETED
C038524,Client 38524,24700.60,COMPLETED
C042221,Client 42221,8579.79,COMPLETED
C001605,Client 1605,25016.14,COMPLETED
C023410,Client 23410,40509.40,COMPLETED
C038076,Client 38076,36608.29,COMPLETED
C003756,Client 3756,21727.37,COMPLETED
C017626,Client 17626,39959.85,COMPLETED
C036790,Client 36790,16409.83,COMPLETED
C008227,Client 8227,32670.53,COMPLETED
C040767,Client 40767,12268.01,COMPLETED
C018064,Client 18064,26367.74,COMPLETED
C029598,Client 29598,1730.93,COMPLETED
C039206,Client 39206,21971.52,COMPLETED
C008733,Client 8733,26301.04,COMPLETED
C009295,Client 9295,25553.48,COMPLETED
C006713,Client 6713,6578.27,COMPLETED
C022544,Client 22544,18937.37,COMPLETED
C038663,Client 38663,29066.32,COMPLETED
C003133,Client 3133,4063.36,COMPLETED
C044413,Client 44413,10849.07,COMPLETED
C012896,Client 12896,32021.36,COMPLETED
C015619,Client 15619,16723.03,COMPLETED
C031801,Client 31801,16262.09,COMPLETED
C025740,Client 25740,30442.34,COMPLETED
C045863,Client 45863,36179.01,COMPLETED
C027669,Client 27669,4320.87,COMPLETED
C009987,Client 9987,20901.44,COMPLETED
C035810,Client 35810,6424.53,COMPLETED
C025451,Client 25451,11659.85,COMPLETED
C031671,Client 31671,5385.99,COMPLETED
C048222,Client 48222,45474.82,COMPLETED
C041975,Client 41975,42906.90,COMPLETED
C044631,Client 44631,31985.57,COMPLETED
C017157,Client 17157,28184.30,COMPLETED
C047984,Client 47984,39991.52,COMPLETED
C007893,Client 7893,6324.58,COMPLETED
C036766,Client 36766,26209.24,COMPLETED
C007147,Client 7147,3995.54,COMPLETED
C020911,Client 20911,27262.81,COMPLETED
C009161,Client 9161,25321.06,COMPLETED
C034339,Client 34339,20576.74,COMPLETED
C049560,Client 49560,20494.38,COMPLETED
C038966,Client 38966,2017.89,COMPLETED
C023047,Client 23047,14258.48,COMPLETED
C018382,Client 18382,18484.17,COMPLETED
C014680,Client 14680,38115.48,COMPLETED
C031635,Client 31635,34139.25,COMPLETED
C013818,Client 13818,3034.18,COMPLETED
C006188,Client 6188,20268.12,COMPLETED
C048777,Client 48777,22473.59,COMPLETED
C040143,Client 40143,26235.73,COMPLETED
C049468,Client 49468,47197.58,COMPLETED
C042027,Client 42027,43428.88,COMPLETED
C012763,Client 12763,8220.09,COMPLETED
C047916,Client 47916,31293.37,COMPLETED
C009257,Client 9257,31961.04,COMPLETED
C046698,Client 46698,9730.54,COMPLETED
C014629,Client 14629,38114.27,COMPLETED
C007482,Client 7482,39168.84,COMPLETED
C048874,Client 48874,6164.02,COMPLETED
C040966,Client 40966,35282.44,COMPLETED
C022260,Client 22260,19681.66,COMPLETED
C029361,Client 29361,42232.25,COMPLETED
C025210,Client 25210,42974.97,COMPLETED
C035033,Client 35033,16601.17,COMPLETED
C036105,Client 36105,41412.45,COMPLETED
C043513,Client 43513,28068.69,COMPLETED
C001976,Client 1976,42692.70,COMPLETED
C041699,Client 41699,6530.82,COMPLETED
C042593,Client 42593,41231.21,COMPLETED
C010964,Client 10964,23853.42,COMPLETED
C011625,Client 11625,24027.47,COMPLETED
C012511,Client 12511,39354.69,COMPLETED
C028723,Client 28723,38450.78,COMPLETED
C030398,Client 30398,1832.55,COMPLETED
C041128,Client 41128,28751.67,COMPLETED
C045451,Client 45451,11804.32,COMPLETED
C031701,Client 31701,8640.93,COMPLETED
C047338,Client 47338,6173.98,COMPLETED
C002240,Client 2240,37682.11,COMPLETED
C008487,Client 8487,21827.33,COMPLETED
C038525,Client 38525,26648.31,COMPLETED
C024512,Client 24512,25601.16,COMPLETED
C044290,Client 44290,37791.02,COMPLETED
C008106,Client 8106,46409.66,COMPLETED
C032657,Client 32657,14279.64,COMPLETED
C020489,Client 20489,21964.71,COMPLETED
C025124,Client 25124,24876.97,COMPLETED
C032819,Client 32819,32882.69,COMPLETED
C011566,Client 11566,3887.94,COMPLETED
C008314,Client 8314,47842.81,COMPLETED
C036822,Client 36822,2829.97,COMPLETED
C011457,Client 11457,45877.73,COMPLETED
C027329,Client 27329,36513.80,COMPLETED
C011417,Client 11417,4008.81,COMPLETED
C029399,Client 29399,44681.46,COMPLETED
C041753,Client 41753,22485.29,COMPLETED
C048897,Client 48897,15570.10,COMPLETED
C013114,Client 13114,39391.83,COMPLETED
C016316,Client 16316,30256.38,COMPLETED
C017153,Client 17153,11654.25,COMPLETED
C027843,Client 27843,24744.92,COMPLETED
C016106,Client 16106,15514.43,COMPLETED
C036385,Client 36385,11316.17,COMPLETED
C046779,Client 46779,34898.80,COMPLETED
C025217,Client 25217,36594.25,COMPLETED
C020824,Client 20824,7029.92,COMPLETED
C028587,Client 28587,24121.40,COMPLETED
C033074,Client 33074,2970.81,COMPLETED
C012747,Client 12747,30695.17,COMPLETED
C040663,Client 40663,28321.90,COMPLETED
C010533,Client 10533,3075.24,COMPLETED
C043332,Client 43332,27232.81,COMPLETED
C029388,Client 29388,4348.40,COMPLETED
C020680,Client 20680,28112.44,COMPLETED
C009714,Client 9714,40330.18,COMPLETED
C040325,Client 40325,40981.15,COMPLETED
C032969,Client 32969,8989.34,COMPLETED
C026253,Client 26253,43388.27,COMPLETED
C042048,Client 42048,3674.79,COMPLETED
C037863,Client 37863,1503.02,COMPLETED
C046862,Client 46862,25925.33,COMPLETED
C009631,Client 9631,4164.64,COMPLETED
C018459,Client 18459,33651.33,COMPLETED
C036734,Client 36734,2820.91,COMPLETED
C001516,Client 1516,13045.91,COMPLETED
C022189,Client 22189,30737.21,COMPLETED
C003770,Client 3770,31962.56,COMPLETED
C026478,Client 26478,16608.87,COMPLETED
C042442,Client 42442,7370.57,COMPLETED
C019983,Client 19983,35241.21,COMPLETED
C003674,Client 3674,15558.83,COMPLETED
C049107,Client 49107,8708.00,COMPLETED
C030551,Client 30551,13060.89,COMPLETED
C031148,Client 31148,40908.96,COMPLETED
C003314,Client 3314,7969.58,COMPLETED
C006469,Client 6469,36605.61,COMPLETED
C040212,Client 40212,90.54,COMPLETED
C007005,Client 7005,17644.70,COMPLETED
C012394,Client 12394,18962.47,COMPLETED
C047024,Client 47024,47068.38,COMPLETED
C004540,Client 4540,23287.28,COMPLETED
C016028,Client 16028,22349.69,COMPLETED
C013861,Client 13861,23059.19,COMPLETED
C021717,Client 21717,3912.79,COMPLETED
C011901,Client 11901,30898.06,COMPLETED
C041903,Client 41903,7773.95,COMPLETED
C002922,Client 2922,22045.41,COMPLETED
C021865,Client 21865,16143.26,COMPLETED
C034773,Client 34773,26231.67,COMPLETED
C011611,Client 11611,3055.92,COMPLETED
C035169,Client 35169,16627.07,COMPLETED
C013888,Client 13888,18021.53,COMPLETED
C010774,Client 10774,6219.32,COMPLETED
C027148,Client 27148,26443.28,COMPLETED
C013409,Client 13409,7800.44,COMPLETED
C032796,Client 32796,10354.34,COMPLETED
C032470,Client 32470,46531.41,COMPLETED
C019503,Client 19503,19333.93,COMPLETED
C017964,Client 17964,6682.44,COMPLETED
C039981,Client 39981,11730.65,COMPLETED
C011801,Client 11801,29436.05,COMPLETED
C002771,Client 2771,10944.49,COMPLETED
C029246,Client 29246,40097.13,COMPLETED
C019836,Client 19836,25109.16,COMPLETED
C012836,Client 12836,22302.12,COMPLETED
C048464,Client 48464,5526.63,COMPLETED
C003396,Client 3396,17983.28,COMPLETED
C036781,Client 36781,31632.71,COMPLETED
C018808,Client 18808,46469.84,COMPLETED
C035290,Client 35290,32927.76,COMPLETED
C034029,Client 34029,23188.46,COMPLETED
C036729,Client 36729,45691.89,COMPLETED
C007641,Client 7641,41973.55,COMPLETED
C044217,Client 44217,9114.37,COMPLETED
C002267,Client 2267,17159.25,COMPLETED
C001624,Client 1624,24060.90,COMPLETED
C031550,Client 31550,42795.24,COMPLETED
C019939,Client 19939,20513.57,COMPLETED
C041856,Client 41856,34140.56,COMPLETED
C020642,Client 20642,28678.20,COMPLETED
C011722,Client 11722,24607.60,COMPLETED
C029012,Client 29012,3869.22,COMPLETED
C001709,Client 1709,41058.43,COMPLETED
C006134,Client 6134,24492.86,COMPLETED
C013724,Client 13724,41139.09,COMPLETED
C011073,Client 11073,3020.21,COMPLETED
C030786,Client 30786,9805.41,COMPLETED
C015340,Client 15340,3577.09,COMPLETED
C002437,Client 2437,23731.06,COMPLETED
C049610,Client 49610,14366.20,COMPLETED
C023997,Client 23997,10293.23,COMPLETED
C035859,Client 35859,5294.48,COMPLETED
C044252,Client 44252,23534.52,COMPLETED
C023248,Client 23248,37621.16,COMPLETED
C044849,Client 44849,15142.72,COMPLETED
C009503,Client 9503,25408.66,COMPLETED
C013620,Client 13620,27427.53,COMPLETED
C044508,Client 44508,47729.98,COMPLETED
C009354,Client 9354,14292.92,COMPLETED
C028423,Client 28423,36016.02,COMPLETED
C011403,Client 11403,28138.50,COMPLETED
C034673,Client 34673,19106.83,COMPLETED
C042777,Client 42777,43156.71,COMPLETED
C047425,Client 47425,44327.15,COMPLETED
C021267,Client 21267,8779.79,COMPLETED
C031940,Client 31940,38703.75,COMPLETED
C016021,Client 16021,39041.69,COMPLETED
C009617,Client 9617,4252.59,COMPLETED
C012369,Client 12369,45063.50,COMPLETED
C040971,Client 40971,44477.18,COMPLETED
C000258,Client 258,2216.90,COMPLETED
C018129,Client 18129,24697.27,COMPLETED
C044436,Client 44436,24385.70,COMPLETED
C036423,Client 36423,38747.05,COMPLETED
C030806,Client 30806,48440.60,COMPLETED
C040056,Client 40056,33345.57,COMPLETED
C030620,Client 30620,48652.50,COMPLETED
C024735,Client 24735,3506.20,COMPLETED
C010350,Client 10350,43647.35,COMPLETED
C046883,Client 46883,38680.46,COMPLETED
C013903,Client 13903,2824.89,COMPLETED
C014408,Client 14408,34950.79,COMPLETED
C035420,Client 35420,3413.20,COMPLETED
C045915,Client 45915,1208.09,COMPLETED
C032289,Client 32289,32471.71,COMPLETED
C039536,Client 39536,47339.88,COMPLETED
C043161,Client 43161,5060.03,COMPLETED
C009478,Client 9478,44280.29,COMPLETED
C023915,Client 23915,22926.74,COMPLETED
C024318,Client 24318,38788.70,COMPLETED
C015310,Client 15310,44929.50,COMPLETED
C001511,Client 1511,8107.65,COMPLETED
C006608,Client 6608,36708.12,COMPLETED
C048089,Client 48089,29090.45,COMPLETED
C046758,Client 46758,12692.35,COMPLETED
C018336,Client 18336,6595.72,COMPLETED
C038130,Client 38130,48335.94,COMPLETED
C026789,Client 26789,11468.45,COMPLETED
C003391,Client 3391,34108.44,COMPLETED
C009398,Client 9398,42872.69,COMPLETED
C033883,Client 33883,21065.31,COMPLETED
C004490,Client 4490,20364.72,COMPLETED
C027325,Client 27325,33189.74,COMPLETED
C035643,Client 35643,45648.72,COMPLETED
C000589,Client 589,17229.95,COMPLETED
C008229,Client 8229,39092.28,COMPLETED
C045745,Client 45745,44140.38,COMPLETED
C039616,Client 39616,11162.67,COMPLETED
C031344,Client 31344,37139.97,COMPLETED
C001912,Client 1912,37892.93,COMPLETED
C002788,Client 2788,26761.96,COMPLETED
C004011,Client 4011,20277.00,COMPLETED
C009784,Client 9784,34459.38,COMPLETED
C031514,Client 31514,205.18,COMPLETED
C017986,Client 17986,21361.16,COMPLETED
C037670,Client 37670,20375.48,COMPLETED
C021353,Client 21353,1232.40,COMPLETED
C027508,Client 27508,29963.78,COMPLETED
C039708,Client 39708,38326.78,COMPLETED
C039212,Client 39212,5768.80,COMPLETED
C006079,Client 6079,42556.84,COMPLETED
C028252,Client 28252,47741.42,COMPLETED
C028654,Client 28654,31938.71,COMPLETED
C022686,Client 22686,46453.90,COMPLETED
C014822,Client 14822,17861.21,COMPLETED
C001937,Client 1937,10356.10,COMPLETED
C006413,Client 6413,28701.22,COMPLETED
C008862,Client 8862,29664.20,COMPLETED
C014443,Client 14443,24493.17,COMPLETED
C023076,Client 23076,47648.87,COMPLETED
C044504,Client 44504,14404.48,COMPLETED
C027986,Client 27986,9697.07,COMPLETED
C044311,Client 44311,15985.28,COMPLETED
C013385,Client 13385,39003.82,COMPLETED
C009652,Client 9652,37267.19,COMPLETED
C034069,Client 34069,20158.62,COMPLETED
C036253,Client 36253,41824.93,COMPLETED
C005106,Client 5106,10812.16,COMPLETED
C010413,Client 10413,4929.35,COMPLETED
C044196,Client 44196,37141.29,COMPLETED
C045177,Client 45177,7241.64,COMPLETED
C037278,Client 37278,20492.24,COMPLETED
C040668,Client 40668,15444.58,COMPLETED
C010097,Client 10097,24231.03,COMPLETED
C017313,Client 17313,17805.34,COMPLETED
C037783,Client 37783,17822.25,COMPLETED
C035898,Client 35898,42992.93,COMPLETED
C016292,Client 16292,29084.00,COMPLETED
C044536,Client 44536,22840.38,COMPLETED
C044211,Client 44211,31291.16,COMPLETED
C044470,Client 44470,17889.29,COMPLETED
C033275,Client 33275,15515.95,COMPLETED
C044388,Client 44388,47097.56,COMPLETED
C037105,Client 37105,23369.90,COMPLETED
C030042,Client 30042,24093.60,COMPLETED
C035843,Client 35843,17887.88,COMPLETED
C039083,Client 39083,32472.94,COMPLETED
C024637,Client 24637,33870.75,COMPLETED
C033534,Client 33534,40063.42,COMPLETED
C009061,Client 9061,2257.43,COMPLETED
C026930,Client 26930,4984.26,COMPLETED
C036459,Client 36459,12630.35,COMPLETED
C018241,Client 18241,7548.95,COMPLETED
C030207,Client 30207,42057.30,COMPLETED
C019018,Client 19018,10078.48,COMPLETED
C025282,Client 25282,47695.95,COMPLETED
C043896,Client 43896,26428.51,COMPLETED
C017490,Client 17490,35924.77,COMPLETED
C037415,Client 37415,31097.74,COMPLETED
C003691,Client 3691,27207.48,COMPLETED
C031542,Client 31542,25538.09,COMPLETED
C043285,Client 43285,12515.00,COMPLETED
C047119,Client 47119,35931.83,COMPLETED
C043730,Client 43730,16591.31,COMPLETED
C001228,Client 1228,35540.44,COMPLETED
C047258,Client 47258,4601.44,COMPLETED
C015580,Client 15580,48887.73,COMPLETED
C044797,Client 44797,9656.51,COMPLETED
C015386,Client 15386,46609.86,COMPLETED
C042551,Client 42551,8264.69,COMPLETED
C041159,Client 41159,45354.57,COMPLETED
C047068,Client 47068,3972.62,COMPLETED
C049600,Client 49600,40903.20,COMPLETED
C035134,Client 35134,42385.42,COMPLETED
C023507,Client 23507,2020.44,COMPLETED
C011319,Client 11319,17478.03,COMPLETED
C010794,Client 10794,47592.31,COMPLETED
C004453,Client 4453,31386.22,COMPLETED
C049896,Client 49896,21287.01,COMPLETED
C021669,Client 21669,40841.76,COMPLETED
C011083,Client 11083,48442.02,COMPLETED
C026605,Client 26605,6509.80,COMPLETED
C022027,Client 22027,39730.19,COMPLETED
C003363,Client 3363,13398.44,COMPLETED
C006609,Client 6609,21262.13,COMPLETED
C012726,Client 12726,46919.08,COMPLETED
C014776,Client 14776,23877.72,COMPLETED
C014912,Client 14912,8181.24,COMPLETED
C010776,Client 10776,19898.43,COMPLETED
C039484,Client 39484,2960.61,COMPLETED
C003109,Client 3109,14915.75,COMPLETED
C010064,Client 10064,10613.24,COMPLETED
C005984,Client 5984,46400.66,COMPLETED
C038645,Client 38645,11173.17,COMPLETED
C000472,Client 472,9420.86,COMPLETED
C026329,Client 26329,9918.02,COMPLETED
C020620,Client 20620,9031.43,COMPLETED
C023013,Client 23013,25678.94,COMPLETED
C000163,Client 163,46096.58,COMPLETED
C005837,Client 5837,18991.27,COMPLETED
C016800,Client 16800,20704.72,COMPLETED
C018750,Client 18750,39295.93,COMPLETED
C009622,Client 9622,2383.38,COMPLETED
C019620,Client 19620,44704.77,COMPLETED
C042153,Client 42153,43225.34,COMPLETED
C028914,Client 28914,22840.09,COMPLETED
C003825,Client 3825,16166.45,COMPLETED
C010970,Client 10970,40877.89,COMPLETED
C031216,Client 31216,34820.89,COMPLETED
C046026,Client 46026,304.08,COMPLETED
C039274,Client 39274,16514.00,COMPLETED
C038540,Client 38540,46095.48,COMPLETED
C007603,Client 7603,2273.17,COMPLETED
C032093,Client 32093,38712.32,COMPLETED
C006975,Client 6975,37400.68,COMPLETED
C035834,Client 35834,16675.95,COMPLETED
C022629,Client 22629,32262.26,COMPLETED
C009310,Client 9310,32247.01,COMPLETED
C024927,Client 24927,13066.06,COMPLETED
C003467,Client 3467,22565.88,COMPLETED
C045499,Client 45499,38122.25,COMPLETED
C041526,Client 41526,40879.67,COMPLETED
C036157,Client 36157,8026.21,COMPLETED
C007465,Client 7465,21516.51,COMPLETED
C028010,Client 28010,46772.91,COMPLETED
C045213,Client 45213,25940.16,COMPLETED
C004093,Client 4093,27270.76,COMPLETED
C036713,Client 36713,3807.41,COMPLETED
C022018,Client 22018,5402.95,COMPLETED
C032956,Client 32956,20561.79,COMPLETED
C021577,Client 21577,34388.58,COMPLETED
C019509,Client 19509,11933.38,COMPLETED
C020278,Client 20278,8931.98,COMPLETED
C031588,Client 31588,25773.32,COMPLETED
C003580,Client 3580,21329.25,COMPLETED
C034997,Client 34997,6840.67,COMPLETED
C039078,Client 39078,29333.38,COMPLETED
C037184,Client 37184,45889.11,COMPLETED
C031938,Client 31938,18372.66,COMPLETED
C036990,Client 36990,40169.23,COMPLETED
C015144,Client 15144,20476.29,COMPLETED
C034241,Client 34241,24534.27,COMPLETED
C002683,Client 2683,22238.35,COMPLETED
C023701,Client 23701,47356.63,COMPLETED
C043916,Client 43916,20100.21,COMPLETED
C046367,Client 46367,3745.64,COMPLETED
C011015,Client 11015,45852.52,COMPLETED
C035906,Client 35906,33767.50,COMPLETED
C015491,Client 15491,19428.12,COMPLETED
C020748,Client 20748,17194.20,COMPLETED
C013007,Client 13007,3514.91,COMPLETED
C013183,Client 13183,5236.01,COMPLETED
C038462,Client 38462,6146.60,COMPLETED
C013551,Client 13551,16447.05,COMPLETED
C017878,Client 17878,12826.99,COMPLETED
C010835,Client 10835,28909.85,COMPLETED
C044354,Client 44354,48829.18,COMPLETED
C013014,Client 13014,19895.97,COMPLETED
C033022,Client 33022,47270.75,COMPLETED
C039233,Client 39233,1673.87,COMPLETED
C036305,Client 36305,32779.34,COMPLETED
C014588,Client 14588,30229.11,COMPLETED
C004831,Client 4831,7285.06,COMPLETED
C012205,Client 12205,14855.76,COMPLETED
C005277,Client 5277,6448.85,COMPLETED
C031591,Client 31591,38511.06,COMPLETED
C028541,Client 28541,46725.30,COMPLETED
C017499,Client 17499,7303.06,COMPLETED
C024487,Client 24487,45789.52,COMPLETED
C027745,Client 27745,627.61,COMPLETED
C016069,Client 16069,26230.34,COMPLETED
C030191,Client 30191,15091.15,COMPLETED
